kind,size,size_kb,path
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support/com.openai.chat/system-hints-7fb09b21-c400-4a68-a7f3-1f94a035df42
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support/com.openai.chat/app_pairing_extensions
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support/com.openai.chat/models-7fb09b21-c400-4a68-a7f3-1f94a035df42
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support/com.openai.atlas/io.sentry
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support/Comet/SSLErrorAssistant
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support/Comet/AmountExtractionHeuristicRegexes
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/AmountExtractionHeuristicRegexes
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support/Microsoft Edge/Edge Data Protection Lists
support/container,12.0 KiB,12,/Users/yaniv/Library/Application Support/Dia/Favicons
support/container,12.0 KiB,12,/Users/yaniv/Library/Group Containers/UBF8T346G9.OfficeExcelWidget
support/container,12.0 KiB,12,/Users/yaniv/Library/Group Containers/UBF8T346G9.OfficeWordWidget
support/container,12.0 KiB,12,/Users/yaniv/Library/Group Containers/group.com.apple.fskit.settings
cache-like,8.0 KiB,8,/Users/yaniv/Library/Caches/com.openai.atlas/fsCachedData
cache-like,8.0 KiB,8,/Users/yaniv/Library/Caches/Microsoft
cache-like,8.0 KiB,8,/Users/yaniv/Library/Caches/Microsoft/uls
cache-like,8.0 KiB,8,/Users/yaniv/Library/Caches/com.apple.iTunesCloud
cache-like,8.0 KiB,8,/Users/yaniv/Library/Caches/com.apple.iTunesCloud/InAppMessages
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/com.apple.backgroundtaskmanagementagent
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/obs-studio/updates
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/com.openai.chat/gizmos-7fb09b21-c400-4a68-a7f3-1f94a035df42
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/Cursor/sentry
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/com.apple.appleintelligencereporting.processing
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/App Store
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/Code/CachedConfigurations
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/Comet/OriginTrials
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/Code - Insiders/CachedConfigurations
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/icdd
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/Microsoft Edge/AutoLaunchProtocolsComponent
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/Microsoft Edge/Crashpad
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/Microsoft Edge/WorkspacesNavigationComponent
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/Microsoft Edge/ProvenanceDataAllowList
support/container,8.0 KiB,8,/Users/yaniv/Library/Application Support/Slack/storage
support/container,8.0 KiB,8,/Users/yaniv/Library/Containers/com.apple.assessmentagent
support/container,8.0 KiB,8,/Users/yaniv/Library/Containers/com.apple.managedcorespotlightd
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers/group.com.apple.siri.GMSSELFIngestor
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers/group.com.apple.FileProvider.DomainCaching
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers/group.com.apple.NetworkAuthorization.ServerMarkers
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers/group.com.facebook.family
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers/group.net.whatsapp.WhatsApp.private
support/container,8.0 KiB,8,/Users/yaniv/Library/Group Containers/group.is.workflow.my.app
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/SentryCrash/Arc Helper
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/SentryCrash/Warp
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/SentryCrash/Dia
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/SentryCrash/Arc
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/SentryCrash/Sonos
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/PassKit/RecipientCache
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/com.hackemist.SDImageCache
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/com.hackemist.SDImageCache/default
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/segment
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/segment/ewjp2RGpYO4hHSErQ3lBOOjnR0YqolJo
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/com.apple.gamed
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/com.apple.DictionaryServices
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/com.mitchellh.ghostty/WebKit
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/com.mitchellh.ghostty/sentry
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices/fpdi
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/.omb/devices
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/com.microsoft.edgemac/WebKit
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/io.sentry/09e99d63755f0cddb4ad71f6b64d8365fd442912
cache-like,4.0 KiB,4,/Users/yaniv/Library/Caches/com.oracle.java.Java-Updater/WebKit
cache-like,4.0 KiB,4,/Users/yaniv/Library/Logs/com.apple.AMPLibraryAgent
cache-like,4.0 KiB,4,/Users/yaniv/Library/Logs/com.apple.AMPLibraryAgent/iTunes Migration
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/obs-studio/plugin_manager
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/google-heartbeat-storage
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/DiskImages
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/com.apple.ap.promotedcontentd/APPL
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/com.openai.chat/ChatGPTHelper
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/com.openai.atlas/Crashpad
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/com.openai.atlas/models-d16322da-45b7-4b7e-a1d9-318b0a3bff67
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/com.openai.atlas/profiles
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/LM Studio/Crashpad
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/Cursor/Crashpad
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/zoom.us/CefPlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/Google/RLZ
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/Microsoft/DeveloperTools
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/segment/iPpQNH6wvMEPKjSpizGePwfn91Kk8ds9
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/Codex/Crashpad
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/SonosV2/anacapa
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/com.mitchellh.ghostty
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/extensions_crx_cache
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Crash Reports
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/Code - Insiders/Crashpad
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/Microsoft Edge/OriginTrials
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/com.apple.windowmanager
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/Slack/Crashpad
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/Slack/sentry
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/com.apple.wallpaper/Store
support/container,4.0 KiB,4,/Users/yaniv/Library/Application Support/Alfred/Alfred.alfredpreferences
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.dp.PrivateFederatedLearning.DPMLRuntimePluginClassB
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ScreenSaver.Engine.legacyScreenSaver
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.freeform
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.TransferResetIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.generativeassistanttools.settingsextension.GenerativeAssistantSettingsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Network-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.SonicKit.diagnostics
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Mouse-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.tgondeviceinferenceproviderservice
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.iCal
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.journal
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.WallpaperIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PDFImporter
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.priml.PFLMLHostPlugins.SiriMASPFLCK
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AuthKit.AKDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.HomeEnergyDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PassKit.PaymentAuthorizationUIExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.mobileslideshow.photo-picker
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ControlCenter-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.share.System.set-account-picture
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.priml.PRIMLCKPreemptivePing
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.eventMetaDataExtractor.eventMetaDataExtractorPlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.RAQLThumbnailExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Stickers.UserGenerated.MessagesExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.share.System.add-to-iphoto
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.PICSDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings.SecurityPrefQADirector.SecurityPrivacyIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.calendar.EventKitUIRemoteUIExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.mouse
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Home.HomeAppMessagesExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.CoreSensingDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.googlecode.iterm2.iTermFileProvider
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.calculator
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiskSpaceDiagnostics.diagnosticextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AvatarUI.AvatarPosterExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriSignals.MusicAppSelectionPFLPlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.weather.WeatherAppIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.BluetoothSettings
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.extensionkit.AppExtensionManagement
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ConfigurationProfiles.FollowUp
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Time-Machine-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.FaceTime.RemotePeoplePicker
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.MediaPlayer.DiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.iBooks.BooksThumbnail
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Photos.PhotosFileProvider
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.ca-package
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.osx-tailspin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.weather.diagnosticextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriVideoAppIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.ScreenSaverIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.LockScreenIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.AssistantSettingsControls
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.mail.MailQuickLookExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.systempreferences.KeyboardSettingsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.transcriptBackgroundPoster.DynamicExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.iBooks.engagementExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CloudSubscriptionFeatures.CSFFollowUpExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.TelephonyUtilities.PhoneIntentHandler
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.systempreferences.SharingSettingsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.diagnosticextensions.osx.timemachine
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.findmy.FindMyNotificationsServiceExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Profiles-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.intelligenceflow.IntelligenceFlowRuntime.IntelligenceFlowDiagnostics
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AskTo.AskToTestResponseUIExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriContactsIntents.ContactsIntentExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.helpviewer.HelpViewer-Quicklook
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.WalletSettingsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Users-Groups-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.eventkit.CalendarDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.dp.PrivateFederatedLearning.DPMLRuntimePlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings.PrivacySecurity.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.HydraQLThumbnailExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.MADViewServiceExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/oracle.documents.desktop.finder.integration
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Sound-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.iBooksX.SharingExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.zeolite.ZeoliteExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.share.System.set-desktop-image
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.OnDeviceAnalytics.SpeakerIdSamplingExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.StartupDisk.StartupDiskWidgetExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Focus-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.summarization.SummarizationTool
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DEC.AppPredictionInternal.DiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.WorkflowUI.WidgetConfigurationExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.desktopsettings.DesktopSettingsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PeopleMessageService.LegacyMessageService
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.diagnosticextensions.osx.getmobilityinfo
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.mlhost.SampleWorker
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.zeolite.ZeoliteEvalExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.intelligenceplatform.IntelligencePlatform.DiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ClassKit.diagnosticextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.quicklook.thumbnail.OfficeExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.BluetoothDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.WiFi
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.GenerativePlaygroundApp.remoteUIExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.inputmethod.TransliterationIM
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.StorageDESSD
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.MediaMLPluginApp.MediaMLPlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriAppLaunchIntents.AppLaunchIntentExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.BlackPowderInferenceExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriTTSService.STSDiagnostic
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.podcasts.MacPodcastsStorageExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.fskit.ftp
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.TransparencyUI.FollowUpExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AppleAccountIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AskToMessagesHost.AskToExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Batteries
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.wifi-settings-extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.quicklook.thumbnail.ClippingsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.quicklook.thumbnail.AudiovisualExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ScreenSaver.Monterey
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.siri.SiriVideoIntents.VideoIntentExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.priml.PFLMLHostPlugins.PrivateEvolutionPlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.priml.PFLMLHostPlugins.AVCPlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PeopleViewService
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.SceneKitQLPreviewExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.HeadGestures.diagnosticextension.HeadGesturesDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CloudDocsDaemon.diagnostic
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CloudDocsDaemon.StorageManagement
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.microsoft.Powerpoint
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AppSSOKerberos.KerberosExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.VPNAppIntentWidget
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.screensaver.AlbumArtwork
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.HydraQLPreviewExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PeopleMessageService.AskToBuy
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.oraclecorp.int.UnifiedLogin.EmpSafariExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.SecurityImprovements-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.trackpad
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.controlcenter.ControlCenterSettingsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.AskToMessagesHost.AskToMessagesExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.icloud.SPOwner.SearchPartyDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.inputmethod.Kotoeri.RomajiTyping
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.NetworkInfo.DiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.inputmethod.TCIM
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.networkquality.DiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.SoftwareUpdate.SoftwareUpdateSettingsWidget
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Translate.TranslationAppIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/ru.keepcoder.Telegram.TelegramShare
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.accessibility.NameRecognitionNotificationsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ContactsUI.ContactViewViewService
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.podcasts.PodcastsNotificationExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.SmartReplies.SmartRepliesMLRuntimePlugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ClassroomDeviceExpert
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.ImageIO.imageimporter
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.iBooksX.DiskSpaceEfficiency
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.aiml.mlpt.PriML.FedStats.Plugin
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.messages.StorageManagementExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.aiml.mlpt.PriML.FedStats.PluginClassB
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Time-Machine-Settings-Intents.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.settings-intents.NetworkSettingsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.reminders.spotlightindexextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Shell
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.WorkflowKit.ShortcutsIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.inputmethod.Korean
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Touch-ID-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.uxautomation.UIActionIntentsExt
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CTLazuliSupport.diagnosticextension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.STMExtension.AppleInternal
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.preferencepane.security.AdvertisingExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.inputmethod.EmojiFunctionRowItem
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Spotlight-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.WatchFaceAlert.ThumbnailExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.microsoft.OneDrive.FinderSync
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.STMExtension.OtherUsers
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.SensitiveContentAnalysis.SCARemoteView.Extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.BiometricsAndPasswordSettingsAppIntentsExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Feedback.DraftingExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.mobileslideshow.photospicker
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Appearance-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CloudSharingUI.invite
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DiagnosticExtensions.WallpaperMac
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.games.ChallengesMessageExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.omniSearch.SearchToolDiagnosticExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.DeviceActivityUI.DeviceActivityReportService
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.HydraUSDAppIntents
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CommerceKit.AskPermissionExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.printcenter
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.GenerativeFunctions.GenerativeExperiencesSafetyInferenceProvider
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.diagnosticextensions.osx.installlog
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.osanalytics.IPSExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.share.Mail.compose-back-to-sender
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CoreHapticsTools.QLPreviewExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.share.Messages.window
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.quicklook.thumbnail.CalendarExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Coverage-Settings.extension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.PhotoLibraryServices.PhotosDiagnostics
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.Translation.TranslationAPIExtension
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.proactive.AppleIntelligenceReportingSELFIngestor
support/container,4.0 KiB,4,/Users/yaniv/Library/Containers/com.apple.CoreEmbeddedSpeechRecognition.SpeechProfileDiagnostic
